14002,224980
14035,311826
14059,239408
14077,296115
14164,369086
14185,63425
14212,35699
14212,446431
14240,369758
14250,17750
14314,455146
14341,289519
14341,232639
14471,491106
14606,70919
14623,20118
14673,53057
14673,163573
14673,248675
14731,279765
14731,341693
14830,493672
14831,197837
14859,223851
14892,504822
14936,420622
14936,168801
14942,205147
14998,198178
15182,375221
15182,500952
15318,391301
15330,299344
15344,420014
15350,387975
15350,490360
15350,304925
15420,239169
15452,246674
15554,450482
15554,88867
15575,161422
15661,42039
15736,183780
15784,186960
15786,315454
15795,325225
15863,479176
15863,447990
15908,547528
15969,58157
15969,99017
15969,342587
16064,230702
16142,246178
16176,64930
16182,19102
16219,287361
16219,521042
16219,328819
16240,225689
16240,314949
16240,343725
16260,45198
16260,483284
16271,88222
16300,201248
16401,211003
16401,260681
16448,324534
16462,347570
16555,23157
16555,66113
16555,491587
16603,216011
16603,243850
16621,373488
16714,366000
16803,149109
16853,156646
16905,523037
16905,227137
16977,225293
16977,53814
17061,436799
17109,64178
17189,518768
17201,69764
17212,160264
17361,26312
17361,261339
17361,286706
17361,312411
17361,17823
17361,415918
17361,479408
17361,510898
17361,91438
17361,110214
17487,199435
17500,339024
17501,456356
17501,111409
17539,38225
17539,166477
17550,185688
17587,334145
17599,523659
17605,437420
17698,324183
17698,309598
17745,258164
17745,546301
17893,439100
17981,439503
17981,50552
17981,217721
17985,504464
18019,463429
18138,304593
18281,62837
18313,490560
18376,282102
18381,37294
18391,313497
18391,455633
18424,251819
18424,380367
18476,547015
18573,103771
18618,347769
18716,326433
18731,473393
19102,82379
19161,29642
19163,423351
19168,377263
19170,201255
19170,479815
19233,160845
19263,238666
19305,393119
19339,242785
19421,295271
19598,283020
19617,53009
19674,120542
19700,66692
19705,174961
19754,34623
19767,216885
19833,302869
19931,247895
19931,240156
19931,67513
19931,520094
19931,70384
20141,486783
20145,323116
20162,359852
20353,164738
20353,375611
20370,162026
20388,465418
20388,215678
20388,435601
20388,251051
20388,320727
20403,442975
20434,303326
20481,547203
20481,546565
20481,372736
20494,63425
20509,416989
20509,386031
20716,55464
20730,70709
20784,313028
20834,91547
20878,510905
21018,337559
21018,328336
21042,337958
21062,102910
21194,437569
21194,202173
21205,157816
21221,39659
21345,252131
21392,197524
21405,515361
21495,351557
21498,349398
21530,548435
21530,506494
21570,494403
21582,121454
21610,261280
21626,242078
21690,250644
21692,96587
21750,216476
21755,101821
21814,321937
21850,22567
21850,547841
21864,389741
21869,246620
22012,232569
22012,364793
22012,329785
22235,335631
22299,55399
22323,195733
22446,420369
22463,390523
22475,239486
22567,94587
22567,177989
22567,547841
22567,309628
22571,234450
22585,433085
22592,42948
22614,188135
22650,488330
22721,338231
22872,212826
22909,30779
22913,107774
22913,291998
22914,119513
23042,110276
23070,172697
23138,504809
23143,218675
23157,66113
23157,220894
23214,130478
23341,345029
23341,432619
23341,251186
23341,77784
23430,366727
23430,337469
23442,358368
23464,319704
23486,174682
23729,519064
23729,258336
23899,210734
23929,247895
24158,454270
24159,107492
24174,303444
24181,45024
24208,327327
24320,419883
24323,257738
24338,30064
24402,241900
24402,512533
24430,77441
24630,96289
24632,236045
24658,171726
24701,163894
24701,420118
24773,25847
24815,317002
24949,41350
25105,296996
25228,298156
25598,126703
25614,183678
25629,130478
25671,289797
25742,27028
25899,73932
25929,246408
25980,430761
25980,117506
25982,86062
26043,515301
26080,85982
26136,230034
26136,85286
26263,460058
26268,486783
26312,490882
26312,173651
26312,126294
26321,160734
26428,57916
26530,101882
26569,49954
26645,324853
26731,504295
26854,260926
26957,484336
26957,351248
27043,521267
27074,507922
27194,173343
27351,180385
27353,439016
27353,515656
27353,244093
27445,435948
27479,496596
27545,354098
27545,304476
27864,501638
27932,90838
27932,377302
27932,55774
27932,40599
27984,389224
27989,479491
28165,52552
28165,521297
28486,378065
28486,437622
28494,52651
28607,482265
28632,513118
28773,487278
28886,89374
28906,59895
28993,302541
28993,108723
29004,344223
29050,44214
29150,519464
29205,70717
29443,114673
29507,523315
29568,518768
29669,424890
29779,519714
29786,424120
29786,83636
29786,192425
29931,210040
29961,456461
29970,515301
29970,85905
29991,350495
30064,121845
30097,496314
30217,226591
30272,513576
30407,126156
30485,185317
30694,113846
30718,96229
30718,188065
30745,299866
31096,297292
31118,477657
31187,200856
31300,362802
31419,378796
31454,85296
31526,253861
31595,198905
31650,192470
31774,233052
32022,450459
32151,517946
32151,390112
32151,89212
32151,113111
32209,124896
32226,258164
32298,375371
32304,337920
32393,252718
32464,90626
32499,86724
32499,482323
32581,99364
32730,221602
32793,321628
32819,32875
32848,454711
32921,426179
32965,58702
33040,316512
33097,509472
33195,520421
33261,393052
33359,97746
33407,43254
33590,321401
33634,475968
33644,500564
33644,58045
33677,204062
33743,315619
33745,505715
33764,489842
33764,468566
33818,185226
33818,494761
34015,468093
34196,210936
34196,480232
34248,185649
34279,37288
34447,468786
34477,224056
34579,251291
34579,114836
34579,241990
34579,520404
34623,371339
34678,218343
34707,518475
34707,110214
34720,323721
34756,59214
34803,461415
34880,181184
34887,330535
34889,507480
35066,334396
35130,298771
35158,57521
35319,377253
35416,498191
35522,456461
35590,126549
35606,236409
35684,455425
35901,91590
36017,299677
36044,120345
36062,478810
36079,89294
36203,211415
36365,67584
36374,79299
36531,371078
36531,110419
36531,61036
36582,445587
36629,78185
36629,437357
36629,226760
36652,124574
36702,97195
36829,386001
36872,329136
36872,130130
36875,496054
36875,99628
36875,459294
36918,460566
36918,239214
36918,221617
36918,205156
36918,461173
37042,210771
37188,502307
37364,435423
37427,227893
37547,189039
37701,59997
37701,190015
37862,204339
37981,169136
37981,513563
37981,325110
37981,244441
37981,229084
37981,173666
37988,63179
37988,173253
38104,95809
38115,456166
38115,388157
38189,302749
38225,170883
38302,52592
38425,317004
38495,114575
38575,439559
38604,178689
39047,496342
39076,46000
39149,355090
39245,498003
39424,390153
39424,385230
39424,230588
39500,363445
39659,75012
39659,438463
39659,495848
39677,54705
39712,456326
39712,327988
39717,198978
39717,374617
39727,179022
39835,514465
39925,367388
39979,509359
40108,241507
40244,463539
40307,97679
40392,212431
40643,364873
40656,95568
40751,346371
41071,316581
41133,261260
41428,209696
41452,213913
41458,350038
41470,383884
41505,100500
41605,391146
41702,502784
41794,194194
41794,392974
41794,367604
41855,470918
41885,215778
41932,54618
42169,518621
42246,515301
42246,205615
42330,512311
42398,495092
42497,356120
42523,92606
42585,237735
42668,234523
42686,466356
42890,239179
42894,323135
42948,473126
42948,179199
42948,224997
42948,310723
42948,359452
42948,89979
42948,63938
42948,391090
42959,200856
43018,318659
43064,235554
43064,479202
43100,340688
43112,214764
43206,121722
43208,231267
43208,364108
43373,460072
43381,500008
43618,236089
43639,249653
43844,315902
43844,214573
43967,448789
43967,219714
44178,471294
44214,331535
44273,260607
44287,230525
44296,438434
44296,201952
44375,490528
44375,126647
44375,355150
44375,446749
44375,86756
44556,522000
44586,443819
44957,128243
44957,67191
45010,521782
45086,92533
45288,79194
45289,328445
45366,197720
45366,480540
45505,241040
45544,354924
45564,507445
45564,81824
45564,483105
45564,483907
45600,446024
45638,249733
45765,365656
45771,445328
45839,96212
46048,187234
46087,506252
46274,46328
46304,323260
46353,205019
46404,86520
46449,316496
46449,314838
46481,521518
46530,328981
46555,482156
46615,362656
46615,194312
47012,313496
47072,72556
47386,95212
47396,339924
47419,366727
47515,461216
47589,371819
47611,346506
47702,227354
47889,336597
48001,457091
48151,108003
48164,503508
48177,441579
48192,205576
48240,251819
48299,524088
48496,443085
48529,192909
48634,450858
48850,519224
48921,210733
48969,232616
49011,126867
49092,247927
49128,117759
49385,63438
49385,74071
49385,261502
49514,458029
49663,516929
49708,332690
49732,338131
49804,484635
49822,131013
49822,362078
49867,110452
49867,522638
49870,238914
49870,451662
49922,81824
49945,336588
49961,507291
49961,113441
49967,475101
50005,223950
50005,260424
50041,356570
50041,122567
50131,471869
50236,198467
50236,387348
50236,508609
50236,214443
50258,247372
50356,472969
50552,86719
50617,249370
50677,316130
50695,231267
50734,471589
50734,390838
50862,93842
50956,232639
51038,522913
51088,66156
51180,515142
51242,99838
51398,483324
51400,349561
51400,67936
51409,62848
51471,112964
51471,125426
51473,75763
51613,64252
51742,119155
51743,198279
51948,82977
52003,380729
52036,103268
52084,233436
52309,59459
52349,183651
52352,78226
52361,241629
52395,348350
52395,67369
52465,382040
52509,346305
52606,112568
52626,187637
52643,520984
52728,374436
52740,54550
52758,97772
52767,479267
52941,251800
53031,198499
53117,67395
53143,256376
53143,211362
53185,211362
53263,121905
53271,206356
53327,348369
53370,236115
53538,335384
53569,63710
53569,226432
53645,110214
53717,71136
53726,241106
53886,447539
53958,61182
54107,482942
54165,469251
54301,452802
54301,334584
54301,378910
54405,386941
54578,78782
54618,92854
54618,349979
54631,355770
54635,236762
54635,365694
54792,372834
54952,474040
55055,387915
55141,69308
55194,241040
55312,495215
55464,72560
55464,188145
55492,58237
55530,381348
55530,66068
55530,103674
55563,340142
55637,76557
55775,233465
55812,109157
55871,210271
55877,329534
56193,454929
56193,356170
56334,454436
56468,211110
56491,491241
56497,494045
56532,253889
56719,115158
56719,521740
56829,466356
56838,235869
56856,56873
57182,463511
57261,493801
57342,355815
57400,352374
57489,111350
57521,89910
57540,485731
57540,359724
57564,488041
57613,364022
57674,104295
57706,504464
57830,360063
57867,113248
58176,58181
58176,201397
58262,478404
58295,128843
58397,224508
58467,94988
58467,94983
58471,94988
58525,352723
58683,246722
58702,239670
58738,89535
58804,100776
58866,71913
58912,479278
58912,372235
59113,337270
59260,241551
59287,250055
59377,238093
59558,357046
59585,234991
59591,347984
59733,64460
59791,108792
59791,341360
59997,88787
59997,348469
60045,338024
60077,377813
60096,372254
60303,255328
60552,340103
60582,194387
60582,100497
60618,216211
60683,345173
60699,254906
60699,118380
60929,196882
60984,503152
61036,110419
61036,377587
61049,85860
61090,369932
61151,108951
61182,220010
61182,228881
61195,508809
61335,260352
61445,212127
61450,458913
61472,511356
61496,351385
61659,207493
61672,215300
61877,116724
62229,100240
62229,216472
62236,110214
62358,325887
62409,231486
62510,342347
62666,351279
62666,386980
62666,511356
62666,517328
62685,64594
62714,248342
62722,502784
62909,130478
62918,218052
62926,334433
62963,486548
63009,242816
63036,456627
63126,89313
63179,331436
63239,515301
63341,67456
63359,495050
63410,390972
63425,228539
63438,473873
63528,390552
63824,107491
63897,224666
64090,224397
64150,381382
64152,247425
64222,381044
64222,87437
64339,74653
64343,522866
64504,226484
64580,89161
64611,467019
64798,124155
64874,114074
64874,475968
64901,337315
64958,386031
65023,509712
65146,474577
65168,207678
65205,92863
65222,349616
65237,488643
65349,489737
65352,246565
65419,484842
65419,130478
65437,236858
65437,483422
65513,124351
66073,392890
66077,377249
66077,247245
66096,215914
66096,67395
66103,120321
66113,220894
66113,491587
66260,502373
66290,500312
66307,511028
66482,474556
66626,223962
66936,375735
66945,95898
67040,224459
67091,462727
67191,128243
67267,485547
67272,477695
67304,522589
67369,462396
67381,207408
67381,240466
67456,504758
67456,518709
67456,228880
67495,121120
67513,240156
67513,70384
67563,240969
67589,515679
67593,222318
67593,473982
67599,204741
67870,523658
67936,349561
67947,251507
67990,213301
68022,201512
68100,106325
68100,115885
68142,344769
68228,93360
68296,391189
68391,509549
68492,358583
68636,466356
68954,111610
68959,509188
69034,119653
69034,345101
69049,494032
69190,98796
69240,99620
69240,114971
69256,230166
69329,94226
69482,351488
69564,376970
69732,238630
69803,94745
69859,477854
69903,338900
70143,120580
70217,223422
70344,226194
70384,520094
70505,125269
70694,514567
70709,73196
70709,215148
70756,203881
70919,500441
70992,74712
71062,71220
71190,248631
71253,497743
71348,221876
71443,247698
71462,236604
71462,354280
71671,390561
71782,350242
71842,390503
72022,467569
72023,231904
72095,239656
72101,488020
72101,89311
72205,505918
72395,119527
72413,245426
72502,386325
72556,104178
72587,84462
72587,517508
72633,477695
72665,374117
72697,227154
72998,490547
72998,221420
73196,523753
73251,507945
73349,481466
73393,231798
73395,87799
73395,261216
73400,520121
73400,98332
73559,340701
73725,487180
73732,503778
73922,479189
74118,384337
74362,477900
74364,344255
74655,491904
74926,364842
74945,379024
74945,84515
75030,523416
75243,373865
75243,251041
75494,103771
75591,241040
75640,347849
76084,378105
76115,250443
76257,118841
76463,376817
76649,387888
76762,523100
76762,497437
76828,502662
76857,224555
77218,479302
77441,516060
77481,361815
77482,256627
77537,519064
77747,516434
77748,501819
77753,217051
77784,98508
77784,84059
77839,226591
78075,103863
78235,128234
78257,360402
78578,255903
78619,260793
78652,516184
78688,239583
78779,223521
78845,473824
78903,249278
78991,214764
79141,499080
79255,80136
79255,479208
79299,385515
79310,110757
79845,495596
79845,515680
79898,507922
80057,499818
80135,217713
80373,83160
80451,484849
80729,369922
81143,486017
81195,261542
81462,105419
81517,475710
81537,515680
81651,361313
81824,231130
82019,517228
82107,259690
82214,222011
82253,498984
82253,129036
82660,495991
82756,362078
82784,237849
82859,231267
83226,374580
83515,247638
83541,378833
83632,83634
83632,251561
84100,354541
84203,99878
84288,350641
84512,486252
84515,379024
84527,242564
84527,364157
84594,104791
84603,221698
84778,129242
84894,505621
84944,509797
84957,361263
85286,230034
85321,119598
85321,362381
85356,235948
85399,359188
85566,124455
85766,100723
85855,233130
85905,364238
85905,515301
86104,502784
86129,235477
86408,226359
86431,120580
86724,239486
86794,350692
87268,504371
87423,128646
87456,351279
87456,386980
87799,107389
87834,101269
88170,251051
88252,518141
88363,221593
88381,376183
88409,224924
88492,219633
88492,244134
88650,493000
88812,486175
88959,95204
88960,513751
88961,237849
89166,383342
89208,113863
89294,106518
89311,391482
89374,486803
89374,485363
89374,491072
89374,114158
89398,505080
89458,502145
89473,505757
89479,249278
89652,237628
89997,234450
90248,244002
90306,485240
90401,100047
90626,496442
90794,489153
90817,119013
90857,502413
90875,249729
90900,234556
90973,384815
91314,222867
91390,110214
91400,499889
91541,494256
91886,502784
91930,489563
91930,494670
92065,247245
92575,103297
92612,493801
92741,119620
92874,520049
92919,124116
93080,130828
93355,230680
93942,125455
94237,256866
94522,359396
94591,502415
94591,250194
94732,129326
94865,100519
94983,94988
95377,502784
95459,108865
95502,120417
95872,261073
95958,376451
95991,256630
95991,108834
96101,113829
96347,126781
96451,490612
96956,244337
97045,251660
97266,125262
97429,387324
97579,122232
97579,233545
97579,233636
97579,384337
97581,115569
97606,104966
98043,362339
98107,261685
98160,501855
98463,122992
98463,244606
98797,502111
98975,233436
98975,246565
99031,250287
99470,507713
99515,509918
99516,495991
99594,254879
99620,114971
100003,384999
100294,107317
100496,499763
100609,498841
101291,520951
101477,501497
101582,113713
101884,390241
102093,112326
102459,105328
103008,236669
103087,522536
103486,515736
103617,507833
103845,511706
104500,388560
104621,385280
105102,520969
105922,515027
106108,114157
106165,106167
106270,248999
106531,368689
106760,128243
106874,385386
106927,106991
106927,389361
107223,390212
107360,243270
107491,108818
107647,251293
107741,108105
107741,261512
107976,375710
108061,372644
109108,258795
109155,261194
109262,378273
109383,504316
109577,126324
109842,522927
109842,115093
110214,518475
110214,392258
110214,123520
110237,383755
110359,389604
110452,522638
110484,115644
110547,252161
110548,258924
110757,251982
111007,391189
111345,505621
111455,391515
111498,129326
111630,508590
111683,115061
112964,125426
113441,518276
113441,507291
113480,129376
114988,125433
114988,252246
115061,115113
115105,513365
115362,120870
115362,510008
115569,260271
116328,122804
116328,118571
116403,514393
116613,386179
116724,516532
117195,380022
117516,384289
118184,261062
118571,122804
119274,119323
119481,121194
120027,129490
121306,392143
121315,255081
121343,516016
122239,128192
122991,122993
123222,258164
123681,124992
126288,261153
127016,127719
128408,128412
131095,545063
131151,396726
131235,240618
131235,502960
131279,125273
131279,40442
131340,24158
131340,416125
131340,88046
131381,432599
131428,159107
131435,538035
131484,34623
131526,487264
131526,232076
131644,529793
131684,208495
131684,310384
131746,375185
131746,221593
131746,151210
131746,98196
131805,227716
132012,234396
132072,336718
132100,494770
132166,34609
132303,503413
132370,141848
132413,315082
132474,487587
132536,25928
132548,162524
132555,145995
132579,541978
132700,408201
132701,436515
132726,209313
132726,543970
132821,455089
132891,238109
132956,60629
133052,537377
133084,163906
133184,377210
133184,232310
133186,26849
133213,438676
133213,77032
133216,264344
133223,377298
133261,59214
133261,34756
133352,354337
133352,494032
133421,135529
133469,419645
133491,537024
133575,434349
133575,196833
133617,39538
133673,419881
133673,174348
133699,426030
133699,499700
134085,10224
134153,547556
134204,547208
134204,198266
134204,368472
134215,278771
134230,364007
134231,294762
134349,287817
134399,197334
134514,78818
134548,104178
134586,243767
134586,311424
134727,217742
134846,515301
134846,205615
134994,444879
134998,56842
134998,300954
135091,182138
135282,167337
135282,55214
135303,449848
135353,518709
135451,107904
135467,17212
135499,304770
135508,366873
135508,424415
135632,487796
135633,57606
135693,224110
135801,78506
135801,184203
135801,285769
135826,360611
135936,388071
135947,411495
136015,237084
136048,147884
136048,386705
136048,419944
136130,169411
136272,98707
136272,447546
136413,249919
136414,9999
136420,120321
136420,193888
136420,66103
136457,234896
136562,356444
136668,438973
136668,420893
136741,441767
136793,484405
136874,16448
136885,495991
136889,11864
136889,188551
136895,69859
136897,502844
136950,311205
137249,470090
137497,120870
137498,303171
137513,59817
137513,380165
137563,298156
137586,139929
137597,502844
137753,337734
137850,307702
137853,189392
137876,427763
137888,220455
137935,545271
137935,456356
137935,519991
138089,298695
138197,521503
138217,154780
138253,548276
138253,9182
138314,467495
138314,277576
138345,310114
138362,407296
138443,170414
138586,40319
138639,548395
138680,80826
138680,433521
138690,452690
138756,114291
138786,215770
138786,154500
138786,261699
138839,210921
138891,509140
138891,260134
138950,92606
139017,94539
139017,224418
139092,250610
139097,174348
139102,89856
139185,199775
139206,460597
139206,291125
139206,47087
139240,371269
139240,388764
139257,538556
139281,273507
139281,233185
139281,155931
139281,13872
139281,437587
139282,276374
139341,146761
139341,98567
139398,425157
139426,281377
139440,187552
139540,90315
139540,328685
139637,162049
139703,420811
139831,218970
139915,420780
139924,374989
139929,257970
139929,292364
139929,508587
140069,115454
140102,356076
140188,213461
140196,332690
140207,34760
140220,253827
140229,515816
140233,102285
140236,181634
140238,520514
140312,190252
140312,509423
140392,141829
140419,213114
140459,544093
140540,192470
140540,198408
140551,365029
140689,411093
140689,181154
140877,336427
140945,543414
141001,28494
141034,443283
141038,183497
141060,447094
141094,278708
141139,231913
141139,484460
141155,15312
141157,124351
141157,65513
141250,81742
141383,546760
141397,232210
141424,98160
141424,207688
141443,64222
141497,392787
141506,201157
141506,507833
141677,242257
141780,438174
141829,104506
141873,518446
142081,64798
142246,515745
142278,44935
142294,293763
142294,209642
142294,168396
142367,76089
142442,61460
142459,308055
142460,63179
142487,149755
142491,437576
142519,318783
142603,539263
142606,348929
142606,12227
142606,96805
142606,160564
142625,109864
142632,536576
142660,463459
142660,405795
142724,421356
142834,150272
142995,64504
142995,226484
143107,217178
143154,437735
143198,21224
143225,40798
143230,88715
143274,208670
143274,148109
143429,92779
143447,347097
143471,161122
143486,121320
143538,161899
143730,360516
143730,547405
143796,96227
143803,349475
143893,372349
143893,464033
143898,369153
143898,75243
143988,78592
144054,171852
144111,211304
144146,233096
144146,320151
144179,363445
144223,285339
144300,109586
144300,105255
144316,100500
144353,52349
144353,206684
144358,57939
144401,172753
144409,331859
144492,522843
144497,522562
144652,429660
144652,53731
144928,407403
144958,27877
144982,470842
145089,254423
145089,210462
145100,313932
145127,501049
145174,103197
145269,299415
145277,101571
145293,334990
145367,61443
145405,478229
145426,261521
145568,428706
145698,338480
145705,39925
145979,324335
145979,158755
145979,179890
145990,191433
146049,168714
146049,153692
146075,185653
146075,185991
146093,211362
146093,53143
146106,130478
146180,295760
146200,75259
146204,105909
146390,465679
146473,438209
146522,368337
146522,371866
146522,110693
146558,68527
146599,487238
146658,456166
146678,441784
146755,490248
146755,388156
146761,106742
146924,413351
146928,110162
147073,259159
147073,392990
147133,314219
147139,288051
147139,40220
147144,482151
147155,504266
147159,224911
147218,420227
147312,61221
147336,365529
147356,215093
147407,185874
147468,417692
147740,347121
147799,388602
147828,120027
147884,386705
147884,419944
148037,340673
148079,431547
148097,355430
148097,506560
148158,241128
148212,121194
148241,357023
148241,523587
148337,546613
148337,545846
148501,411783
148673,319530
148693,209528
148700,56321
148700,323116
148705,209597
148856,78257
148950,474814
149024,484819
149086,181085
149089,373865
149090,72587
149109,291691
149129,67456
149294,205147
149342,313037
149444,62924
149536,453261
149541,65538
149580,291298
149700,214315
149700,362839
149811,491680
149811,24023
149837,202059
149853,93380
149866,152435
149878,42948
149964,126132
150002,236870
150108,494469
150314,78558
150314,294305
150352,61504
150358,374537
150386,419356
150399,242280
150444,325240
150506,492607
150517,65972
150534,61460
150626,123019
150627,195321
150635,62677
150792,96139
150924,488011
150952,176161
150956,481559
150956,510340
151022,329136
151035,382472
151045,389604
151062,37916
151130,471589
151205,121895
151210,241402
151210,71496
151225,521071
151261,38575
151273,283303
151273,374782
151595,174348
151822,173904
151822,386080
151822,467989
151879,290651
151980,547767
151980,547832
152041,196285
152126,152129
152233,414984
152286,342283
152300,246537
152419,310243
152439,420996
152453,477022
152496,183646
152549,180138
152606,298156
152621,379249
152695,377257
152740,96899
152748,119013
152807,372867
152825,513920
152894,99878
152910,177432
152981,101012
152984,62652
153000,501161
153073,51529
153125,370352
153222,103920
153236,103804
153293,128672
153323,30783
153413,380095
153431,235684
153431,159340
153597,207765
153692,339498
153854,170458
153945,355343
153958,239338
154106,337021
154106,509177
154135,452236
154138,78242
154206,502844
154241,72397
154282,236304
154369,377136
154396,187693
154396,171725
154406,462043
154406,119481
154406,116076
154406,467551
154639,337612
154780,212323
154780,469092
154947,212324
154949,358026
154949,183668
155205,474814
155218,344981
155218,104791
155324,55681
155436,166846
155520,311199
155587,385788
155591,423705
155591,356332
155591,68968
155598,81593
155649,44052
155800,173587
155944,340701
155944,521338
155944,45995
155944,73559
155944,165318
156043,500110
156043,156044
156044,500110
156113,506612
156122,378965
156134,376745
156219,493252
156312,221396
156390,214857
156392,45573
156435,202258
156460,516929
156521,519224
156521,458121
156676,156681
156676,233059
156676,333333
156681,333333
156757,492497
156768,228445
156850,338530
156867,166259
156881,188876
156902,169472
156902,244877
156902,320219
157056,212192
157125,88421
157211,333937
157254,83565
157526,89427
157614,193614
157614,181466
157635,75935
157665,110214
157816,62809
157843,515186
157925,175227
157930,121377
157952,112699
158023,337486
158058,108620
158154,323116
158202,103029
158255,370745
158327,362528
158327,491851
158327,488416
158327,449691
158513,36203
158513,211415
158515,208499
158559,67303
158559,495746
158613,130873
158681,310795
158766,391763
158846,486519
158942,74751
159190,46681
159258,429375
159258,186694
159258,515252
159327,388328
159335,368887
159384,481195
159611,338150
159611,521304
159611,260869
159828,217978
159883,172695
159929,43798
159955,429999
159958,207626
159958,483354
159966,448412
159996,493606
160127,31545
160152,112210
160260,238519
160264,328280
160265,167200
160265,52395
160265,67369
160265,348350
160271,59916
160302,185550
160302,389873
160314,351200
160320,211502
160320,313751
160344,106263
160434,371385
160445,331694
160519,457789
160631,88492
160657,478229
160734,261621
160734,433107
160734,354772
160734,81074
160748,201029
160782,480725
160865,489377
160951,206398
161119,384315
161161,127107
161190,475329
161191,505176
161191,453989
161260,64874
161283,102463
161315,124161
161447,336679
161481,167439
161493,313868
161527,324177
161572,201512
161572,68022
161614,391483
161629,57613
161693,317495
161837,247626
161898,171708
161905,250354
161919,43254
161921,424378
